association_id,gene_id,disease_id,confidence_score,evidence_level
ASSOC02993,GENE1141,DIS0307,0.98,Emerging
ASSOC02994,GENE0865,DIS0137,0.94,Emerging
ASSOC02995,GENE0797,DIS0127,0.6,Strong
ASSOC02996,GENE0063,DIS0136,0.88,Emerging
ASSOC02997,GENE0986,DIS0169,0.51,Moderate
ASSOC02998,GENE1248,DIS0468,0.83,Emerging
ASSOC02999,GENE1123,DIS0197,0.51,Moderate
ASSOC03000,GENE0855,DIS0307,0.65,Strong
ASSOC03001,GENE1123,DIS0012,0.61,Strong
ASSOC03002,GENE1405,DIS0243,0.79,Moderate
ASSOC03003,GENE1329,DIS0416,0.98,Strong
ASSOC03004,GENE1370,DIS0364,0.99,Strong
ASSOC03005,GENE0874,DIS0023,0.97,Strong
ASSOC03006,GENE0804,DIS0141,0.71,Moderate
ASSOC03007,GENE0331,DIS0102,0.58,Moderate
ASSOC03008,GENE1241,DIS0433,0.91,Strong
ASSOC03009,GENE0779,DIS0015,0.73,Emerging
ASSOC03010,GENE0912,DIS0153,0.71,Emerging
ASSOC03011,GENE0822,DIS0024,0.67,Strong
ASSOC03012,GENE1368,DIS0242,0.94,Moderate
ASSOC03013,GENE0400,DIS0057,0.81,Emerging
ASSOC03014,GENE1165,DIS0108,0.83,Emerging
ASSOC03015,GENE1130,DIS0103,0.87,Emerging
ASSOC03016,GENE1395,DIS0029,0.77,Strong
ASSOC03017,GENE1011,DIS0452,0.56,Emerging
ASSOC03018,GENE0873,DIS0084,0.66,Moderate
ASSOC03019,GENE0165,DIS0163,0.91,Moderate
ASSOC03020,GENE0044,DIS0412,0.65,Emerging
ASSOC03021,GENE0505,DIS0290,0.67,Strong
ASSOC03022,GENE1469,DIS0354,0.85,Strong
ASSOC03023,GENE1315,DIS0232,0.61,Emerging
ASSOC03024,GENE0073,DIS0483,0.97,Moderate
ASSOC03025,GENE1449,DIS0170,0.52,Moderate
ASSOC03026,GENE0510,DIS0195,0.71,Strong
ASSOC03027,GENE1008,DIS0028,0.85,Moderate
ASSOC03028,GENE1214,DIS0160,0.65,Emerging
ASSOC03029,GENE0846,DIS0386,0.64,Emerging
ASSOC03030,GENE0893,DIS0103,0.68,Moderate
ASSOC03031,GENE0253,DIS0217,0.6,Strong
ASSOC03032,GENE0617,DIS0346,0.8,Strong
ASSOC03033,GENE0793,DIS0467,0.91,Moderate
ASSOC03034,GENE0845,DIS0332,0.69,Emerging
ASSOC03035,GENE0039,DIS0274,0.72,Emerging
ASSOC03036,GENE0027,DIS0270,0.89,Strong
ASSOC03037,GENE0198,DIS0364,0.6,Moderate
ASSOC03038,GENE1376,DIS0494,0.66,Moderate
ASSOC03039,GENE1112,DIS0485,0.62,Strong
ASSOC03040,GENE0618,DIS0171,0.97,Emerging
ASSOC03041,GENE1220,DIS0194,0.59,Emerging
ASSOC03042,GENE0546,DIS0290,0.72,Strong
ASSOC03043,GENE1212,DIS0432,0.64,Moderate
ASSOC03044,GENE0594,DIS0383,0.71,Strong
ASSOC03045,GENE0157,DIS0442,0.77,Emerging
ASSOC03046,GENE0125,DIS0472,0.94,Moderate
ASSOC03047,GENE0227,DIS0146,0.87,Strong
ASSOC03048,GENE0740,DIS0089,0.77,Emerging
ASSOC03049,GENE1339,DIS0224,0.85,Moderate
ASSOC03050,GENE0149,DIS0127,0.88,Moderate
ASSOC03051,GENE0208,DIS0326,0.63,Moderate
ASSOC03052,GENE1261,DIS0013,0.66,Moderate
ASSOC03053,GENE0444,DIS0132,0.83,Emerging
ASSOC03054,GENE0910,DIS0291,0.52,Strong
ASSOC03055,GENE0270,DIS0081,0.68,Moderate
ASSOC03056,GENE1180,DIS0286,0.78,Strong
ASSOC03057,GENE0950,DIS0018,0.5,Moderate
ASSOC03058,GENE0446,DIS0401,0.85,Strong
ASSOC03059,GENE0439,DIS0062,0.68,Strong
ASSOC03060,GENE0463,DIS0096,0.85,Strong
ASSOC03061,GENE0559,DIS0469,0.71,Strong
ASSOC03062,GENE0277,DIS0184,0.86,Moderate
ASSOC03063,GENE1471,DIS0115,0.78,Emerging
ASSOC03064,GENE1175,DIS0229,0.88,Emerging
ASSOC03065,GENE1467,DIS0313,0.86,Moderate
ASSOC03066,GENE1229,DIS0383,0.88,Moderate
ASSOC03067,GENE1276,DIS0378,0.9,Moderate
ASSOC03068,GENE0975,DIS0273,0.69,Emerging
ASSOC03069,GENE0101,DIS0002,0.67,Moderate
ASSOC03070,GENE1270,DIS0498,0.55,Moderate
ASSOC03071,GENE0225,DIS0244,0.64,Moderate
ASSOC03072,GENE1210,DIS0468,0.71,Emerging
ASSOC03073,GENE0486,DIS0027,0.73,Strong
ASSOC03074,GENE0303,DIS0292,0.84,Moderate
ASSOC03075,GENE0642,DIS0053,0.82,Emerging
ASSOC03076,GENE0374,DIS0450,0.73,Strong
ASSOC03077,GENE1338,DIS0251,0.93,Moderate
ASSOC03078,GENE1423,DIS0195,0.59,Moderate
ASSOC03079,GENE0732,DIS0276,0.76,Moderate
ASSOC03080,GENE1425,DIS0304,0.69,Moderate
ASSOC03081,GENE1475,DIS0492,0.72,Moderate
ASSOC03082,GENE0090,DIS0131,0.82,Moderate
ASSOC03083,GENE0019,DIS0162,0.93,Strong
ASSOC03084,GENE0076,DIS0047,0.57,Emerging
ASSOC03085,GENE0341,DIS0090,0.88,Moderate
ASSOC03086,GENE1244,DIS0370,0.84,Emerging
ASSOC03087,GENE0796,DIS0126,0.99,Strong
ASSOC03088,GENE0353,DIS0293,0.68,Strong
ASSOC03089,GENE1114,DIS0129,0.73,Moderate
ASSOC03090,GENE0193,DIS0139,0.7,Moderate
ASSOC03091,GENE0810,DIS0045,0.94,Emerging
ASSOC03092,GENE1049,DIS0499,0.66,Strong
ASSOC03093,GENE0995,DIS0143,0.66,Moderate
ASSOC03094,GENE1484,DIS0247,0.53,Strong
ASSOC03095,GENE1367,DIS0257,0.89,Emerging
ASSOC03096,GENE0251,DIS0096,0.96,Strong
ASSOC03097,GENE1244,DIS0058,0.68,Strong
ASSOC03098,GENE0698,DIS0237,0.87,Moderate
ASSOC03099,GENE0135,DIS0341,0.6,Emerging
ASSOC03100,GENE1072,DIS0070,0.54,Emerging
ASSOC03101,GENE0457,DIS0035,0.63,Strong
ASSOC03102,GENE1482,DIS0093,0.89,Moderate
ASSOC03103,GENE0100,DIS0191,0.59,Strong
ASSOC03104,GENE0336,DIS0170,0.67,Strong
ASSOC03105,GENE0232,DIS0492,0.53,Emerging
ASSOC03106,GENE1427,DIS0341,0.62,Strong
ASSOC03107,GENE0204,DIS0169,0.68,Emerging
ASSOC03108,GENE0328,DIS0267,0.98,Emerging
ASSOC03109,GENE0326,DIS0426,0.97,Strong
ASSOC03110,GENE0182,DIS0297,0.74,Moderate
ASSOC03111,GENE0997,DIS0483,0.77,Emerging
ASSOC03112,GENE0421,DIS0191,0.55,Emerging
ASSOC03113,GENE1208,DIS0138,0.83,Emerging
ASSOC03114,GENE1097,DIS0013,0.73,Moderate
ASSOC03115,GENE0445,DIS0428,0.71,Strong
ASSOC03116,GENE0714,DIS0451,0.88,Emerging
ASSOC03117,GENE1063,DIS0088,0.82,Moderate
ASSOC03118,GENE0779,DIS0141,0.84,Emerging
ASSOC03119,GENE0711,DIS0371,0.6,Strong
ASSOC03120,GENE1104,DIS0081,0.9,Strong
ASSOC03121,GENE1465,DIS0057,0.76,Emerging
ASSOC03122,GENE0937,DIS0322,0.91,Moderate
ASSOC03123,GENE1370,DIS0497,0.98,Emerging
ASSOC03124,GENE1071,DIS0497,0.59,Strong
ASSOC03125,GENE1338,DIS0180,0.91,Strong
ASSOC03126,GENE1027,DIS0242,0.8,Strong
ASSOC03127,GENE0525,DIS0381,0.96,Emerging
ASSOC03128,GENE0815,DIS0406,0.56,Emerging
ASSOC03129,GENE0014,DIS0048,0.71,Moderate
ASSOC03130,GENE1428,DIS0126,0.59,Moderate
ASSOC03131,GENE0027,DIS0282,0.95,Emerging
ASSOC03132,GENE0878,DIS0232,0.52,Emerging
ASSOC03133,GENE0119,DIS0460,0.81,Moderate
ASSOC03134,GENE1464,DIS0252,0.77,Moderate
ASSOC03135,GENE1422,DIS0375,0.76,Moderate
ASSOC03136,GENE0214,DIS0256,0.81,Strong
ASSOC03137,GENE1022,DIS0369,0.84,Strong
ASSOC03138,GENE1408,DIS0446,0.74,Strong
ASSOC03139,GENE0769,DIS0482,0.66,Moderate
ASSOC03140,GENE0392,DIS0403,0.62,Moderate
ASSOC03141,GENE0378,DIS0185,0.96,Moderate
ASSOC03142,GENE1436,DIS0005,0.67,Emerging
ASSOC03143,GENE0991,DIS0494,0.81,Emerging
ASSOC03144,GENE1452,DIS0414,0.65,Strong
ASSOC03145,GENE1305,DIS0012,0.74,Moderate
ASSOC03146,GENE0653,DIS0140,0.55,Emerging
ASSOC03147,GENE0894,DIS0488,0.61,Strong
ASSOC03148,GENE1214,DIS0113,0.84,Emerging
ASSOC03149,GENE0663,DIS0497,0.9,Moderate
ASSOC03150,GENE1488,DIS0213,0.91,Moderate
ASSOC03151,GENE0522,DIS0493,0.57,Strong
ASSOC03152,GENE0782,DIS0423,0.95,Moderate
ASSOC03153,GENE0480,DIS0222,0.54,Emerging
ASSOC03154,GENE0966,DIS0343,0.55,Moderate
ASSOC03155,GENE0844,DIS0292,0.55,Emerging
ASSOC03156,GENE0434,DIS0095,0.82,Moderate
ASSOC03157,GENE0816,DIS0135,0.97,Strong
ASSOC03158,GENE0121,DIS0240,0.63,Emerging
ASSOC03159,GENE0501,DIS0154,0.74,Emerging
ASSOC03160,GENE1092,DIS0420,0.8,Strong
ASSOC03161,GENE0653,DIS0121,0.64,Emerging
ASSOC03162,GENE0538,DIS0378,0.5,Moderate
ASSOC03163,GENE0678,DIS0056,0.76,Moderate
ASSOC03164,GENE0536,DIS0276,0.61,Moderate
ASSOC03165,GENE1263,DIS0453,0.69,Emerging
ASSOC03166,GENE1414,DIS0311,0.98,Moderate
ASSOC03167,GENE0106,DIS0375,0.92,Moderate
ASSOC03168,GENE0778,DIS0482,0.68,Strong
ASSOC03169,GENE0351,DIS0034,0.85,Strong
ASSOC03170,GENE0328,DIS0064,0.86,Strong
ASSOC03171,GENE1185,DIS0438,0.89,Strong
ASSOC03172,GENE0661,DIS0024,0.61,Moderate
ASSOC03173,GENE1476,DIS0154,0.97,Moderate
ASSOC03174,GENE1114,DIS0345,0.69,Emerging
ASSOC03175,GENE1209,DIS0241,0.73,Strong
ASSOC03176,GENE1383,DIS0054,0.97,Moderate
ASSOC03177,GENE1072,DIS0182,0.55,Emerging
ASSOC03178,GENE1193,DIS0098,0.8,Moderate
ASSOC03179,GENE0165,DIS0125,0.78,Emerging
ASSOC03180,GENE0416,DIS0369,0.84,Moderate
ASSOC03181,GENE1418,DIS0123,0.69,Emerging
ASSOC03182,GENE0896,DIS0314,0.67,Moderate
ASSOC03183,GENE1274,DIS0150,0.84,Strong
ASSOC03184,GENE0807,DIS0433,0.74,Emerging
ASSOC03185,GENE1087,DIS0288,0.92,Emerging
ASSOC03186,GENE1345,DIS0011,0.92,Moderate
ASSOC03187,GENE0581,DIS0071,0.74,Moderate
ASSOC03188,GENE0708,DIS0059,0.52,Moderate
ASSOC03189,GENE1478,DIS0392,0.53,Emerging
ASSOC03190,GENE0868,DIS0178,0.62,Moderate
ASSOC03192,GENE1169,DIS0038,0.94,Moderate
ASSOC03193,GENE1306,DIS0072,0.69,Emerging
ASSOC03194,GENE0235,DIS0487,0.67,Emerging
ASSOC03195,GENE0187,DIS0186,0.74,Emerging
ASSOC03196,GENE1435,DIS0326,0.61,Emerging
ASSOC03197,GENE0055,DIS0356,0.95,Emerging
ASSOC03198,GENE1216,DIS0328,0.54,Emerging
ASSOC03199,GENE1274,DIS0243,0.88,Strong
ASSOC03200,GENE0960,DIS0163,0.83,Strong
ASSOC03201,GENE0715,DIS0489,0.97,Moderate
ASSOC03202,GENE0302,DIS0077,0.73,Strong
ASSOC03203,GENE0483,DIS0238,0.81,Strong
ASSOC03204,GENE0840,DIS0040,0.53,Moderate
ASSOC03205,GENE0319,DIS0410,0.72,Moderate
ASSOC03206,GENE0965,DIS0095,0.91,Emerging
ASSOC03207,GENE0534,DIS0049,0.76,Emerging
ASSOC03208,GENE0345,DIS0179,0.82,Emerging
ASSOC03209,GENE0465,DIS0392,0.64,Emerging
ASSOC03210,GENE0792,DIS0201,0.57,Moderate
ASSOC03211,GENE0532,DIS0297,0.71,Strong
ASSOC03212,GENE1255,DIS0142,0.77,Strong
ASSOC03213,GENE1452,DIS0144,0.72,Strong
ASSOC03214,GENE1061,DIS0390,0.66,Strong
ASSOC03215,GENE0592,DIS0258,0.65,Moderate
ASSOC03216,GENE0801,DIS0371,0.64,Moderate
ASSOC03217,GENE1034,DIS0136,0.64,Emerging
ASSOC03218,GENE0858,DIS0116,0.82,Strong
ASSOC03219,GENE0337,DIS0467,0.69,Moderate
ASSOC03220,GENE0696,DIS0029,0.71,Emerging
ASSOC03221,GENE1494,DIS0469,0.53,Emerging
ASSOC03222,GENE1498,DIS0069,0.51,Moderate
ASSOC03223,GENE0814,DIS0250,0.54,Moderate
ASSOC03224,GENE1439,DIS0333,0.63,Strong
ASSOC03225,GENE1392,DIS0466,0.94,Emerging
ASSOC03226,GENE1453,DIS0478,0.71,Moderate
ASSOC03227,GENE1381,DIS0270,0.91,Strong
ASSOC03228,GENE0739,DIS0016,0.68,Strong
ASSOC03229,GENE0447,DIS0457,0.92,Emerging
ASSOC03230,GENE0699,DIS0052,0.84,Strong
ASSOC03231,GENE0284,DIS0370,0.81,Strong
ASSOC03232,GENE0497,DIS0140,0.67,Strong
ASSOC03233,GENE0463,DIS0152,0.75,Strong
ASSOC03234,GENE0860,DIS0238,0.81,Emerging
ASSOC03235,GENE1251,DIS0024,0.56,Moderate
ASSOC03236,GENE1186,DIS0028,0.76,Strong
ASSOC03237,GENE0883,DIS0002,0.85,Moderate
ASSOC03238,GENE0750,DIS0019,0.68,Emerging
ASSOC03239,GENE0383,DIS0280,0.72,Moderate
ASSOC03240,GENE1099,DIS0462,0.8,Moderate
ASSOC03241,GENE0727,DIS0189,0.84,Emerging
ASSOC03242,GENE0456,DIS0042,0.88,Emerging
ASSOC03243,GENE0258,DIS0196,0.9,Moderate
ASSOC03244,GENE0913,DIS0308,0.73,Strong
ASSOC03245,GENE1419,DIS0043,0.91,Emerging
ASSOC03246,GENE0319,DIS0186,0.73,Emerging
ASSOC03247,GENE0614,DIS0456,0.51,Strong
ASSOC03248,GENE0811,DIS0460,0.9,Emerging
ASSOC03249,GENE0787,DIS0276,0.85,Strong
ASSOC03250,GENE0035,DIS0254,0.82,Moderate
ASSOC03251,GENE0966,DIS0185,0.65,Moderate
ASSOC03252,GENE0964,DIS0286,0.91,Strong
ASSOC03253,GENE1385,DIS0181,0.67,Strong
ASSOC03254,GENE0896,DIS0210,0.96,Strong
ASSOC03255,GENE0991,DIS0169,0.99,Moderate
ASSOC03256,GENE0207,DIS0063,0.98,Moderate
ASSOC03257,GENE1160,DIS0140,0.95,Moderate
ASSOC03258,GENE0208,DIS0215,0.93,Strong
ASSOC03259,GENE0242,DIS0295,0.91,Emerging
ASSOC03260,GENE0391,DIS0186,0.54,Moderate
ASSOC03261,GENE0779,DIS0461,0.65,Emerging
ASSOC03262,GENE1040,DIS0189,0.62,Strong
ASSOC03263,GENE0778,DIS0299,0.93,Strong
ASSOC03264,GENE0377,DIS0197,0.85,Strong
ASSOC03265,GENE1329,DIS0356,0.86,Emerging
ASSOC03266,GENE1425,DIS0419,0.92,Emerging
ASSOC03267,GENE0820,DIS0210,0.9,Emerging
ASSOC03268,GENE0152,DIS0442,0.73,Moderate
ASSOC03269,GENE0523,DIS0001,0.74,Strong
ASSOC03270,GENE0733,DIS0363,0.77,Moderate
ASSOC03271,GENE0968,DIS0491,0.52,Strong
ASSOC03272,GENE1089,DIS0236,0.71,Emerging
ASSOC03273,GENE0511,DIS0449,0.93,Emerging
ASSOC03274,GENE1099,DIS0246,0.59,Strong
ASSOC03275,GENE0759,DIS0313,0.63,Moderate
ASSOC03276,GENE1361,DIS0452,0.62,Strong
ASSOC03277,GENE0082,DIS0362,0.67,Moderate
ASSOC03278,GENE1294,DIS0231,0.51,Emerging
ASSOC03279,GENE1324,DIS0375,0.61,Strong
ASSOC03280,GENE0611,DIS0458,0.59,Emerging
ASSOC03281,GENE0064,DIS0115,0.54,Emerging
ASSOC03282,GENE0877,DIS0076,0.68,Emerging
ASSOC03283,GENE1172,DIS0152,0.8,Moderate
ASSOC03284,GENE0525,DIS0356,0.87,Moderate
ASSOC03285,GENE1195,DIS0331,0.63,Moderate
ASSOC03286,GENE1475,DIS0349,0.82,Strong
ASSOC03287,GENE0149,DIS0230,0.86,Strong
ASSOC03288,GENE0339,DIS0096,0.58,Moderate
ASSOC03289,GENE1457,DIS0342,0.58,Emerging
ASSOC03290,GENE1104,DIS0130,0.81,Strong
ASSOC03291,GENE1277,DIS0133,0.73,Strong
ASSOC03292,GENE1243,DIS0035,0.85,Moderate
ASSOC03293,GENE1423,DIS0313,0.7,Strong
ASSOC03294,GENE0972,DIS0437,0.9,Moderate
ASSOC03295,GENE1125,DIS0168,0.93,Moderate
ASSOC03296,GENE0716,DIS0050,0.51,Strong
ASSOC03297,GENE1460,DIS0414,0.94,Emerging
ASSOC03298,GENE0844,DIS0159,0.63,Strong
ASSOC03299,GENE0677,DIS0471,0.87,Moderate
ASSOC03300,GENE0681,DIS0123,0.75,Emerging
ASSOC03301,GENE1299,DIS0272,0.66,Emerging
ASSOC03302,GENE1462,DIS0175,0.94,Moderate
ASSOC03303,GENE0013,DIS0380,0.93,Strong
ASSOC03304,GENE0219,DIS0234,0.7,Moderate
ASSOC03305,GENE1482,DIS0233,0.95,Emerging
ASSOC03306,GENE1363,DIS0158,0.7,Moderate
ASSOC03307,GENE0638,DIS0064,0.86,Strong
ASSOC03308,GENE0084,DIS0167,0.7,Emerging
ASSOC03309,GENE1077,DIS0118,0.58,Emerging
ASSOC03310,GENE1235,DIS0402,0.94,Strong
ASSOC03311,GENE0359,DIS0487,0.75,Strong
ASSOC03312,GENE1163,DIS0063,0.74,Emerging
ASSOC03313,GENE0680,DIS0279,0.77,Strong
ASSOC03314,GENE1064,DIS0322,0.88,Emerging
ASSOC03315,GENE0346,DIS0314,0.68,Moderate
ASSOC03316,GENE0483,DIS0405,0.6,Strong
ASSOC03317,GENE0718,DIS0428,0.66,Emerging
ASSOC03318,GENE0825,DIS0107,0.84,Strong
ASSOC03319,GENE0465,DIS0367,0.87,Emerging
ASSOC03320,GENE0948,DIS0269,0.63,Emerging
ASSOC03321,GENE0090,DIS0236,0.54,Moderate
ASSOC03322,GENE1407,DIS0245,0.75,Moderate
ASSOC03323,GENE0316,DIS0109,0.54,Moderate
ASSOC03324,GENE0074,DIS0177,0.66,Emerging
ASSOC03325,GENE1421,DIS0225,0.86,Moderate
ASSOC03326,GENE1386,DIS0317,0.94,Strong
ASSOC03327,GENE0182,DIS0259,0.61,Emerging
ASSOC03328,GENE0009,DIS0366,0.7,Strong
ASSOC03329,GENE0314,DIS0153,0.8,Strong
ASSOC03330,GENE1091,DIS0306,0.78,Strong
ASSOC03331,GENE0328,DIS0496,0.52,Emerging
ASSOC03332,GENE0528,DIS0252,0.71,Emerging
ASSOC03333,GENE0770,DIS0262,0.84,Moderate
ASSOC03334,GENE0943,DIS0192,0.67,Strong
ASSOC03335,GENE1094,DIS0048,0.86,Moderate
ASSOC03336,GENE1166,DIS0464,0.94,Strong
ASSOC03337,GENE0671,DIS0482,0.96,Strong
ASSOC03338,GENE0246,DIS0315,0.67,Strong
ASSOC03339,GENE0001,DIS0204,0.7,Emerging
ASSOC03340,GENE0376,DIS0139,0.97,Strong
ASSOC03341,GENE1033,DIS0499,0.75,Strong
ASSOC03342,GENE0952,DIS0496,0.83,Strong
ASSOC03343,GENE1292,DIS0474,0.77,Moderate
ASSOC03344,GENE1462,DIS0316,0.69,Emerging
ASSOC03345,GENE1220,DIS0248,0.7,Strong
ASSOC03346,GENE1081,DIS0096,0.7,Strong
ASSOC03347,GENE1244,DIS0209,0.84,Emerging
ASSOC03348,GENE0326,DIS0305,0.59,Strong
ASSOC03349,GENE1211,DIS0005,0.88,Emerging
ASSOC03350,GENE0208,DIS0258,0.87,Moderate
ASSOC03351,GENE1171,DIS0208,0.8,Strong
ASSOC03352,GENE0708,DIS0281,0.9,Moderate
ASSOC03353,GENE0273,DIS0481,0.8,Moderate
ASSOC03354,GENE0867,DIS0341,0.73,Emerging
ASSOC03355,GENE1356,DIS0114,0.84,Emerging
ASSOC03356,GENE1462,DIS0236,0.51,Moderate
ASSOC03357,GENE0493,DIS0378,0.59,Emerging
ASSOC03358,GENE1099,DIS0471,0.7,Emerging
ASSOC03359,GENE0386,DIS0431,0.59,Moderate
ASSOC03360,GENE0505,DIS0486,0.53,Strong
ASSOC03361,GENE0542,DIS0163,0.74,Emerging
ASSOC03362,GENE0917,DIS0407,0.87,Moderate
ASSOC03363,GENE1283,DIS0373,0.67,Strong
ASSOC03364,GENE0280,DIS0491,0.66,Emerging
ASSOC03365,GENE0503,DIS0226,0.97,Moderate
ASSOC03366,GENE1470,DIS0315,0.86,Strong
ASSOC03367,GENE0824,DIS0430,0.53,Strong
ASSOC03368,GENE0905,DIS0361,0.71,Emerging
ASSOC03369,GENE0391,DIS0154,0.68,Strong
ASSOC03370,GENE0540,DIS0173,0.97,Emerging
ASSOC03371,GENE0728,DIS0265,0.53,Moderate
ASSOC03372,GENE0040,DIS0285,0.95,Moderate
ASSOC03373,GENE1172,DIS0415,0.62,Strong
ASSOC03374,GENE0829,DIS0186,0.59,Strong
ASSOC03375,GENE0487,DIS0302,0.91,Strong
ASSOC03376,GENE0487,DIS0133,0.78,Strong
ASSOC03377,GENE1277,DIS0313,0.55,Strong
ASSOC03378,GENE1002,DIS0052,0.52,Emerging
ASSOC03379,GENE1491,DIS0177,0.6,Strong
ASSOC03380,GENE1170,DIS0358,0.8,Moderate
ASSOC03381,GENE1153,DIS0312,0.65,Moderate
ASSOC03382,GENE0910,DIS0137,0.97,Emerging
ASSOC03383,GENE0753,DIS0121,0.6,Strong
ASSOC03384,GENE1334,DIS0166,0.61,Emerging
ASSOC03385,GENE1019,DIS0167,0.72,Strong
ASSOC03386,GENE0515,DIS0147,0.83,Strong
ASSOC03387,GENE0852,DIS0162,0.76,Moderate
ASSOC03388,GENE0053,DIS0469,0.92,Strong
ASSOC03389,GENE0231,DIS0050,0.7,Emerging
ASSOC03390,GENE0463,DIS0150,0.85,Strong
ASSOC03391,GENE0016,DIS0434,0.93,Moderate
ASSOC03392,GENE0665,DIS0402,0.76,Emerging
ASSOC03393,GENE0599,DIS0148,0.79,Moderate
ASSOC03394,GENE0268,DIS0258,0.93,Emerging
ASSOC03395,GENE0509,DIS0402,0.74,Strong
ASSOC03396,GENE0520,DIS0406,0.68,Moderate
ASSOC03397,GENE0375,DIS0416,0.86,Moderate
ASSOC03398,GENE0319,DIS0087,0.84,Emerging
ASSOC03399,GENE0690,DIS0198,0.69,Strong
ASSOC03400,GENE0754,DIS0430,0.68,Moderate
ASSOC03401,GENE1176,DIS0240,0.63,Emerging
ASSOC03402,GENE0148,DIS0450,0.9,Strong
ASSOC03403,GENE0251,DIS0488,0.52,Moderate
ASSOC03404,GENE0522,DIS0188,0.87,Strong
ASSOC03405,GENE0437,DIS0140,0.98,Moderate
ASSOC03406,GENE0484,DIS0248,0.94,Moderate
ASSOC03407,GENE1313,DIS0309,0.51,Strong
ASSOC03408,GENE0333,DIS0226,0.62,Strong
ASSOC03409,GENE1017,DIS0265,0.94,Emerging
ASSOC03410,GENE0809,DIS0461,0.53,Strong
ASSOC03411,GENE0822,DIS0257,0.88,Strong
ASSOC03412,GENE0476,DIS0249,0.8,Moderate
ASSOC03413,GENE0096,DIS0208,0.74,Moderate
ASSOC03414,GENE0736,DIS0234,0.72,Strong
ASSOC03415,GENE1446,DIS0380,0.54,Emerging
ASSOC03416,GENE1279,DIS0371,0.51,Strong
ASSOC03417,GENE1007,DIS0252,0.55,Strong
ASSOC03418,GENE1462,DIS0336,0.59,Emerging
ASSOC03419,GENE1164,DIS0228,0.71,Emerging
ASSOC03420,GENE0066,DIS0028,0.51,Strong
ASSOC03421,GENE1127,DIS0007,0.85,Emerging
ASSOC03422,GENE1365,DIS0133,0.83,Emerging
ASSOC03423,GENE0880,DIS0349,0.69,Strong
ASSOC03424,GENE0026,DIS0165,0.53,Emerging
ASSOC03425,GENE0485,DIS0442,0.75,Emerging
ASSOC03426,GENE1323,DIS0231,0.95,Emerging
ASSOC03427,GENE1312,DIS0005,0.77,Emerging
ASSOC03428,GENE0734,DIS0209,0.68,Strong
ASSOC03429,GENE0575,DIS0143,0.82,Moderate
ASSOC03430,GENE0274,DIS0470,0.64,Moderate
ASSOC03431,GENE1047,DIS0025,0.9,Strong
ASSOC03432,GENE0623,DIS0331,0.58,Emerging
ASSOC03433,GENE0746,DIS0381,0.87,Strong
ASSOC03434,GENE0428,DIS0352,0.66,Moderate
ASSOC03435,GENE0518,DIS0016,0.91,Moderate
ASSOC03436,GENE0622,DIS0466,0.84,Moderate
ASSOC03437,GENE0753,DIS0487,0.89,Moderate
ASSOC03438,GENE0604,DIS0378,0.94,Moderate
ASSOC03439,GENE0342,DIS0480,0.98,Strong
ASSOC03440,GENE1480,DIS0375,0.66,Strong
ASSOC03441,GENE0567,DIS0306,0.54,Emerging
ASSOC03442,GENE1060,DIS0174,0.96,Strong
ASSOC03443,GENE1461,DIS0007,0.92,Emerging
ASSOC03444,GENE0169,DIS0001,0.68,Strong
ASSOC03445,GENE0492,DIS0272,0.86,Emerging
ASSOC03446,GENE0701,DIS0412,0.71,Strong
ASSOC03447,GENE0398,DIS0316,0.93,Moderate
ASSOC03448,GENE0295,DIS0379,0.86,Moderate
ASSOC03449,GENE1273,DIS0110,0.72,Strong
ASSOC03450,GENE1310,DIS0495,0.9,Strong
ASSOC03451,GENE0473,DIS0075,0.79,Emerging
ASSOC03452,GENE0698,DIS0428,0.54,Moderate
ASSOC03453,GENE1256,DIS0207,0.56,Emerging
ASSOC03454,GENE0203,DIS0103,0.79,Emerging
ASSOC03455,GENE0309,DIS0265,0.9,Emerging
ASSOC03456,GENE1109,DIS0169,0.97,Moderate
ASSOC03457,GENE1096,DIS0197,0.55,Moderate
ASSOC03458,GENE0458,DIS0292,0.54,Emerging
ASSOC03459,GENE1058,DIS0098,0.77,Moderate
ASSOC03460,GENE1037,DIS0132,0.65,Emerging
ASSOC03461,GENE0623,DIS0204,0.98,Emerging
ASSOC03462,GENE0140,DIS0162,0.6,Emerging
ASSOC03463,GENE0065,DIS0475,0.65,Strong
ASSOC03464,GENE1160,DIS0256,0.78,Strong
ASSOC03465,GENE0309,DIS0283,0.85,Moderate
ASSOC03466,GENE0570,DIS0289,0.69,Emerging
ASSOC03467,GENE0306,DIS0212,0.96,Moderate
ASSOC03468,GENE0554,DIS0453,0.87,Moderate
ASSOC03470,GENE1419,DIS0073,0.63,Moderate
ASSOC03471,GENE1498,DIS0001,0.72,Moderate
ASSOC03472,GENE0577,DIS0064,0.58,Strong
ASSOC03473,GENE0849,DIS0291,0.94,Moderate
ASSOC03474,GENE1275,DIS0122,0.71,Strong
ASSOC03475,GENE0390,DIS0454,0.77,Moderate
ASSOC03476,GENE0794,DIS0063,0.71,Strong
ASSOC03477,GENE0822,DIS0337,0.8,Emerging
ASSOC03478,GENE0911,DIS0024,0.56,Moderate
ASSOC03479,GENE1065,DIS0243,0.57,Emerging
ASSOC03480,GENE0247,DIS0285,0.96,Emerging
ASSOC03481,GENE0816,DIS0011,0.61,Strong
